"gameID","gameName","genre","price","description","imageURL"
"game0283","Super Mario World 2: Yoshi's Island","Platform",39.99,"Platform: SNES;  Publisher: Nintendo",""
"game0284","FIFA Soccer 07","Sports",50.99,"Platform: PS2;  Publisher: Electronic Arts",""
"game0285","The Legend of Zelda: Skyward Sword","Action",26.99,"Platform: Wii;  Publisher: Nintendo",""
"game0286","Street Fighter II Turbo","Fighting",40.99,"Platform: SNES;  Publisher: Capcom",""
"game0287","Carnival Games","Misc",18.99,"Platform: Wii;  Publisher: Take-Two Interactive",""
"game0288","inFAMOUS: Second Son","Action",46.99,"Platform: PS4;  Publisher: Sony Computer Entertainment",""
"game0289","World of Warcraft: The Burning Crusade","Role-Playing",42.99,"Platform: PC;  Publisher: Activision",""
"game0290","Fallout: New Vegas","Role-Playing",32.99,"Platform: X360;  Publisher: Bethesda Softworks",""
"game0291","God of War II","Action",34.99,"Platform: PS2;  Publisher: Sony Computer Entertainment",""
"game0292","Forza Motorsport 2","Racing",33.99,"Platform: X360;  Publisher: Microsoft Game Studios",""
"game0293","World Soccer Winning Eleven 9","Sports",28.99,"Platform: PS2;  Publisher: Konami Digital Entertainment",""
"game0294","Namco Museum Vol.3","Misc",38.99,"Platform: PS;  Publisher: Sony Computer Entertainment",""
"game0295","Tekken Tag Tournament","Fighting",50.99,"Platform: PS2;  Publisher: Namco Bandai Games",""
"game0296","Far Cry 4","Shooter",21.99,"Platform: PS4;  Publisher: Ubisoft",""
"game0297","Star Fox 64","Shooter",43.99,"Platform: N64;  Publisher: Nintendo",""
"game0298","Ratchet & Clank: Going Commando","Platform",50.99,"Platform: PS2;  Publisher: Sony Computer Entertainment",""
"game0299","Golf","Sports",19.99,"Platform: NES;  Publisher: Nintendo",""
"game0300","Tekken 6","Fighting",36.99,"Platform: PS3;  Publisher: Namco Bandai Games",""
"game0301","Professor Layton and the Diabolical Box","Puzzle",23.99,"Platform: DS;  Publisher: Nintendo",""
"game0302","Left 4 Dead 2","Shooter",49.99,"Platform: X360;  Publisher: Electronic Arts",""
"game0303","Namco Museum: 50th Anniversary","Misc",43.99,"Platform: PS2;  Publisher: Namco Bandai Games",""
"game0304","EA Sports Active","Sports",29.99,"Platform: Wii;  Publisher: Electronic Arts",""
"game0305","Assassin's Creed: Unity","Action",19.99,"Platform: PS4;  Publisher: Ubisoft",""
"game0306","Donkey Kong Land","Platform",46.99,"Platform: GB;  Publisher: Nintendo",""
"game0307","Tony Hawk's Underground","Sports",42.99,"Platform: PS2;  Publisher: Activision",""
"game0308","The Sims","Simulation",43.99,"Platform: PS2;  Publisher: Electronic Arts",""
"game0309","Monster Hunter 4 Ultimate","Role-Playing",17.99,"Platform: 3DS;  Publisher: Nintendo",""
"game0310","MotorStorm","Racing",22.99,"Platform: PS3;  Publisher: Sony Computer Entertainment",""
"game0311","Jak II","Platform",43.99,"Platform: PS2;  Publisher: Sony Computer Entertainment",""
"game0312","Tekken 5","Fighting",49.99,"Platform: PS2;  Publisher: Namco Bandai Games",""
"game0313","Dragon Warrior III","Role-Playing",43.99,"Platform: NES;  Publisher: Enix Corporation",""
"game0314","Sports Champions","Sports",32.99,"Platform: PS3;  Publisher: Sony Computer Entertainment",""
"game0315","NBA 2K16","Sports",23.99,"Platform: PS4;  Publisher: Take-Two Interactive",""
"game0316","World Soccer Winning Eleven 8 International","Sports",29.99,"Platform: PS2;  Publisher: Konami Digital Entertainment",""
"game0317","Flash Focus: Vision Training in Minutes a Day","Misc",43.99,"Platform: DS;  Publisher: Nintendo",""
"game0318","Namco Museum Vol.1","Misc",24.99,"Platform: PS;  Publisher: Sony Computer Entertainment",""
"game0319","The Legend of Zelda: Link's Awakening","Action",39.99,"Platform: GB;  Publisher: Nintendo",""
"game0320","Mario & Luigi: Bowser's Inside Story","Role-Playing",29.99,"Platform: DS;  Publisher: Nintendo",""
"game0321","Big Brain Academy: Wii Degree","Misc",50.99,"Platform: Wii;  Publisher: Nintendo",""
"game0322","Nintendogs + cats","Simulation",23.99,"Platform: 3DS;  Publisher: Nintendo",""
"game0323","Batman: Arkham Knight","Action",22.99,"Platform: PS4;  Publisher: Warner Bros. Interactive Entertainment",""
"game0324","Mario & Sonic at the London 2012 Olympic Games","Sports",39.99,"Platform: Wii;  Publisher: Sega",""
"game0325","LEGO Indiana Jones: The Original Adventures","Action",46.99,"Platform: X360;  Publisher: Activision",""
"game0326","Resident Evil Director's Cut","Action",32.99,"Platform: PS;  Publisher: Virgin Interactive",""
"game0327","Ratchet & Clank: Size Matters","Platform",28.99,"Platform: PSP;  Publisher: Sony Computer Entertainment",""
"game0328","Just Dance 2014","Misc",35.99,"Platform: Wii;  Publisher: Ubisoft",""
"game0329","The Sims: Unleashed","Simulation",45.99,"Platform: PC;  Publisher: Electronic Arts",""
"game0330","Super Paper Mario","Platform",37.99,"Platform: Wii;  Publisher: Nintendo",""
"game0331","Harry Potter and the Sorcerer's Stone","Action",40.99,"Platform: PS;  Publisher: Electronic Arts",""
"game0332","The Witcher 3: Wild Hunt","Role-Playing",33.99,"Platform: PS4;  Publisher: Namco Bandai Games",""
"game0333","Resident Evil 3: Nemesis","Action",45.99,"Platform: PS;  Publisher: Eidos Interactive",""
"game0334","Spyro: Year of the Dragon","Platform",41.99,"Platform: PS;  Publisher: Sony Computer Entertainment",""
"game0335","FIFA Soccer 2005","Sports",37.99,"Platform: PS2;  Publisher: Electronic Arts",""
"game0336","Pokemon Trading Card Game","Strategy",24.99,"Platform: GB;  Publisher: Nintendo",""
"game0337","Battlefield 4","Shooter",48.99,"Platform: PS3;  Publisher: Electronic Arts",""
"game0338","MySims","Simulation",33.99,"Platform: DS;  Publisher: Electronic Arts",""
"game0339","Friend Collection","Misc",44.99,"Platform: DS;  Publisher: Nintendo",""
"game0340","Tony Hawk's Pro Skater 4","Sports",30.99,"Platform: PS2;  Publisher: Activision",""
"game0341","Midnight Club 3: DUB Edition","Racing",19.99,"Platform: PSP;  Publisher: Take-Two Interactive",""
"game0342","Banjo-Kazooie","Platform",27.99,"Platform: N64;  Publisher: Nintendo",""
"game0343","SOCOM: U.S. Navy SEALs","Shooter",28.99,"Platform: PS2;  Publisher: Sony Computer Entertainment",""
"game0344","NBA Street","Sports",35.99,"Platform: PS2;  Publisher: Electronic Arts",""
"game0345","Gran Turismo 6","Racing",38.99,"Platform: PS3;  Publisher: Sony Computer Entertainment",""
"game0346","Jak and Daxter: The Precursor Legacy","Platform",24.99,"Platform: PS2;  Publisher: Sony Computer Entertainment",""
"game0347","Pokemon Snap","Simulation",41.99,"Platform: N64;  Publisher: Nintendo",""
"game0348","Professor Layton and the Last Specter","Puzzle",15.99,"Platform: DS;  Publisher: Nintendo",""
"game0349","Pro Evolution Soccer 2008","Sports",37.99,"Platform: PS2;  Publisher: Konami Digital Entertainment",""
"game0350","Monster Hunter Triology","Shooter",37.99,"Platform: Multi;  Publisher: Capcom",""
"game0351","Resident Evil 4","Action",20.99,"Platform: PS2;  Publisher: Capcom",""
"game0352","Tom Clancy's The Division","Shooter",23.99,"Platform: PS4;  Publisher: Ubisoft",""
"game0353","Star Wars: Battlefront","Shooter",30.99,"Platform: PS2;  Publisher: LucasArts",""
"game0354","Doom II: Hell on Earth","Shooter",22.99,"Platform: PC;  Publisher: Virgin Interactive",""
"game0355","The Simpsons: Road Rage","Racing",26.99,"Platform: PS2;  Publisher: Electronic Arts",""
"game0356","Cooking Mama 2: Dinner With Friends","Simulation",17.99,"Platform: DS;  Publisher: 505 Games",""
"game0357","Luigi's Mansion","Action",21.99,"Platform: GC;  Publisher: Nintendo",""
"game0358","Star Wars: Battlefront II","Shooter",41.99,"Platform: PS2;  Publisher: LucasArts",""
"game0359","WWF SmackDown!","Fighting",27.99,"Platform: PS;  Publisher: THQ",""
"game0360","Croc: Legend of the Gobbos","Platform",25.99,"Platform: PS;  Publisher: Fox Interactive",""
"game0361","WWE SmackDown! Here Comes the Pain","Fighting",27.99,"Platform: PS2;  Publisher: THQ",""
"game0362","The Getaway","Action",21.99,"Platform: PS2;  Publisher: Sony Computer Entertainment",""
"game0363","Tomb Raider III: Adventures of Lara Croft","Action",34.99,"Platform: PS;  Publisher: Eidos Interactive",""
"game0364","James Bond 007: Agent Under Fire","Shooter",23.99,"Platform: PS2;  Publisher: Electronic Arts",""
"game0365","LEGO Star Wars: The Video Game","Action",27.99,"Platform: PS2;  Publisher: Eidos Interactive",""
"game0366","Star Wars: The Force Unleashed","Action",22.99,"Platform: X360;  Publisher: LucasArts",""
"game0367","Yoshi's Island DS","Platform",18.99,"Platform: DS;  Publisher: Nintendo",""
"game0368","Rugrats in Paris: The Movie","Action",16.99,"Platform: PS;  Publisher: THQ",""
"game0369","Spyro 2: Ripto's Rage!","Platform",16.99,"Platform: PS;  Publisher: Sony Computer Entertainment",""
"game0370","Left 4 Dead","Shooter",25.99,"Platform: X360;  Publisher: Electronic Arts",""
"game0371","Hot Shots Golf","Sports",29.99,"Platform: PS;  Publisher: Sony Computer Entertainment",""
"game0372","Killzone 3","Shooter",41.99,"Platform: PS3;  Publisher: Sony Computer Entertainment",""
"game0373","Donkey Kong Country 3: Dixie Kong's Double Trouble!","Platform",41.99,"Platform: SNES;  Publisher: Nintendo",""
"game0374","A Bug's Life","Platform",28.99,"Platform: PS;  Publisher: Sony Computer Entertainment",""
"game0375","Kung Fu","Action",49.99,"Platform: NES;  Publisher: Nintendo",""
"game0376","WWF SmackDown! Just Bring It","Fighting",35.99,"Platform: PS2;  Publisher: THQ",""
"game0377","Clubhouse Games","Misc",48.99,"Platform: DS;  Publisher: Nintendo",""
"game0378","FIFA Soccer 2004","Sports",34.99,"Platform: PS2;  Publisher: Electronic Arts",""
"game0379","Dragon Quest V: Tenkuu no Hanayome","Role-Playing",37.99,"Platform: SNES;  Publisher: Enix Corporation",""
"game0380","Battlefield: Bad Company 2","Shooter",32.99,"Platform: X360;  Publisher: Electronic Arts",""
"game0381","Guitar Hero: On Tour","Misc",21.99,"Platform: DS;  Publisher: Activision",""
"game0382","Mortal Kombat Trilogy","Fighting",42.99,"Platform: PS;  Publisher: GT Interactive",""
"game0383","Far Cry 3","Shooter",17.99,"Platform: PS3;  Publisher: Ubisoft",""
"game0384","Monster Hunter 4","Role-Playing",38.99,"Platform: 3DS;  Publisher: Capcom",""
"game0385","Borderlands","Shooter",30.99,"Platform: X360;  Publisher: Take-Two Interactive",""
"game0386","Tekken 4","Fighting",46.99,"Platform: PS2;  Publisher: Namco Bandai Games",""
"game0387","Imagine: Fashion Designer","Simulation",50.99,"Platform: DS;  Publisher: Ubisoft",""
"game0388","LittleBigPlanet 2","Platform",19.99,"Platform: PS3;  Publisher: Sony Computer Entertainment",""
"game0389","Grand Theft Auto 2","Action",44.99,"Platform: PS;  Publisher: Take-Two Interactive",""
"game0390","Final Fantasy III","Role-Playing",32.99,"Platform: SNES;  Publisher: SquareSoft",""
"game0391","Spider-Man 2","Action",40.99,"Platform: PS2;  Publisher: Activision",""
"game0392","F-1 Race","Racing",19.99,"Platform: GB;  Publisher: Nintendo",""
"game0393","FIFA Soccer 2003","Sports",40.99,"Platform: PS2;  Publisher: Electronic Arts",""
"game0394","Crash Bash","Misc",27.99,"Platform: PS;  Publisher: Sony Computer Entertainment",""
"game0395","LEGO Batman: The Videogame","Action",45.99,"Platform: X360;  Publisher: Warner Bros. Interactive Entertainment",""
"game0396","Metal Gear Solid V: The Phantom Pain","Action",17.99,"Platform: PS4;  Publisher: Konami Digital Entertainment",""
"game0397","The Legend of Zelda: Spirit Tracks","Action",34.99,"Platform: DS;  Publisher: Nintendo",""
"game0398","WWF War Zone","Fighting",38.99,"Platform: PS;  Publisher: Acclaim Entertainment",""
"game0399","The Legend of Zelda: Majora's Mask","Action",26.99,"Platform: N64;  Publisher: Nintendo",""
"game0400","Professor Layton and the Unwound Future","Puzzle",49.99,"Platform: DS;  Publisher: Nintendo",""
"game0401","Rugrats: Search For Reptar","Adventure",37.99,"Platform: PS;  Publisher: THQ",""
"game0402","Need for Speed: Hot Pursuit","Racing",22.99,"Platform: PS3;  Publisher: Electronic Arts",""
"game0403","English Training: Have Fun Improving Your Skills!","Misc",17.99,"Platform: DS;  Publisher: Nintendo",""
"game0404","James Bond 007: Nightfire","Shooter",28.99,"Platform: PS2;  Publisher: Electronic Arts",""
"game0405","Ratchet & Clank","Platform",34.99,"Platform: PS2;  Publisher: Sony Computer Entertainment",""
"game0406","Mario Party 9","Misc",26.99,"Platform: Wii;  Publisher: Nintendo",""
"game0407","Star Wars Episode III: Revenge of the Sith","Action",16.99,"Platform: PS2;  Publisher: LucasArts",""
"game0408","Max Payne","Shooter",48.99,"Platform: PS2;  Publisher: Take-Two Interactive",""
"game0409","The Lord of the Rings: The Return of the King","Action",34.99,"Platform: PS2;  Publisher: Electronic Arts",""
"game0410","Assassin's Creed Syndicate","Action",19.99,"Platform: PS4;  Publisher: Ubisoft",""
"game0411","Myst","Adventure",34.99,"Platform: PC;  Publisher: Red Orb",""
"game0412","True Crime: Streets of LA","Action",45.99,"Platform: PS2;  Publisher: Activision",""
"game0413","Wii Music","Misc",39.99,"Platform: Wii;  Publisher: Nintendo",""
"game0414","Gran Turismo (PSP)","Racing",43.99,"Platform: PSP;  Publisher: Sony Computer Entertainment",""
"game0415","Monster Hunter X","Action",42.99,"Platform: 3DS;  Publisher: Capcom",""
"game0416","Tekken","Fighting",38.99,"Platform: PS;  Publisher: Sony Computer Entertainment",""
"game0417","Metroid Prime","Shooter",19.99,"Platform: GC;  Publisher: Nintendo",""
"game0418","WWE SmackDown! vs. Raw","Fighting",39.99,"Platform: PS2;  Publisher: THQ",""
"game0419","Madden NFL 16","Sports",23.99,"Platform: PS4;  Publisher: Electronic Arts",""
"game0420","Yokai Watch 2 Ganso/Honke","Role-Playing",34.99,"Platform: 3DS;  Publisher: Nintendo",""
"game0421","007: Tomorrow Never Dies","Shooter",16.99,"Platform: PS;  Publisher: Electronic Arts",""
"game0422","Baseball","Sports",45.99,"Platform: NES;  Publisher: Nintendo",""
"game0423","Killer Instinct","Fighting",24.99,"Platform: SNES;  Publisher: Nintendo",""
"game0424","WWF SmackDown! 2: Know Your Role","Fighting",29.99,"Platform: PS;  Publisher: THQ",""
"game0425","Crisis Core: Final Fantasy VII","Role-Playing",20.99,"Platform: PSP;  Publisher: Square Enix",""
"game0426","God of War: Chains of Olympus","Action",15.99,"Platform: PSP;  Publisher: Sony Computer Entertainment",""
"game0427","Dragon Quest VI: Maboroshi no Daichi","Role-Playing",27.99,"Platform: SNES;  Publisher: Enix Corporation",""
"game0428","Dance Central","Misc",41.99,"Platform: X360;  Publisher: MTV Games",""
"game0429","Enter the Matrix","Action",45.99,"Platform: PS2;  Publisher: Atari",""
"game0430","Super Mario Maker","Platform",27.99,"Platform: WiiU;  Publisher: Nintendo",""
"game0431","Madden NFL 10","Sports",35.99,"Platform: X360;  Publisher: Electronic Arts",""
"game0432","BioShock","Shooter",49.99,"Platform: X360;  Publisher: Take-Two Interactive",""
"game0433","Rhythm Heaven","Misc",23.99,"Platform: DS;  Publisher: Nintendo",""
"game0434","Ace Combat 04: Shattered Skies","Simulation",37.99,"Platform: PS2;  Publisher: Sony Computer Entertainment Europe",""
"game0435","Club Penguin: Elite Penguin Force","Adventure",43.99,"Platform: DS;  Publisher: Disney Interactive Studios",""
"game0436","Animal Crossing","Simulation",28.99,"Platform: GC;  Publisher: Nintendo",""
"game0437","Skylanders: Spyro's Adventure","Action",47.99,"Platform: Wii;  Publisher: Activision",""
"game0438","Sonic Rush","Platform",20.99,"Platform: DS;  Publisher: Sega",""
"game0439","Resident Evil 6","Shooter",48.99,"Platform: PS3;  Publisher: Capcom",""
"game0440","Halo: The Master Chief Collection","Shooter",33.99,"Platform: XOne;  Publisher: Microsoft Game Studios",""
"game0441","FIFA Soccer 08","Sports",49.99,"Platform: PS2;  Publisher: Electronic Arts",""
"game0442","Spider-Man","Action",28.99,"Platform: PS;  Publisher: Activision",""
"game0443","Need for Speed III: Hot Pursuit","Racing",43.99,"Platform: PS;  Publisher: Electronic Arts",""
"game0444","Star Wars Episode I Racer","Racing",39.99,"Platform: N64;  Publisher: Nintendo",""
"game0445","Personal Trainer: Cooking","Misc",26.99,"Platform: DS;  Publisher: Nintendo",""
"game0446","Command & Conquer: Red Alert","Strategy",17.99,"Platform: PC;  Publisher: Virgin Interactive",""
"game0447","Dragon Warrior IV","Role-Playing",17.99,"Platform: NES;  Publisher: Enix Corporation",""
"game0448","Among Us","Misc",45.99,"Platform: Multi;  Publisher: Innersloth",""
"game0449","Mass Effect 2","Role-Playing",33.99,"Platform: X360;  Publisher: Electronic Arts",""
"game0450","Yoshi's Story","Platform",41.99,"Platform: N64;  Publisher: Nintendo",""
"game0451","Dragon Ball Z: Budokai","Fighting",26.99,"Platform: PS2;  Publisher: Atari",""
"game0452","Madden NFL 2002","Sports",19.99,"Platform: PS2;  Publisher: Electronic Arts",""
"game0453","World Class Track Meet","Sports",18.99,"Platform: NES;  Publisher: Namco Bandai Games",""
"game0454","Borderlands 2","Shooter",29.99,"Platform: X360;  Publisher: Take-Two Interactive",""
"game0455","The Legend of Zelda: A Link Between Worlds","Action",20.99,"Platform: 3DS;  Publisher: Nintendo",""
"game0456","Donkey Kong","Platform",16.99,"Platform: GB;  Publisher: Nintendo",""
"game0457","The Sims: Vacation","Simulation",16.99,"Platform: PC;  Publisher: Electronic Arts",""
"game0458","Mass Effect 3","Role-Playing",43.99,"Platform: X360;  Publisher: Electronic Arts",""
"game0459","Kung Fu Panda","Action",42.99,"Platform: X360;  Publisher: Activision",""
"game0460","F-Zero","Racing",23.99,"Platform: SNES;  Publisher: Nintendo",""
"game0461","Epic Mickey","Platform",38.99,"Platform: Wii;  Publisher: Disney Interactive Studios",""
"game0462","Saints Row 2","Action",15.99,"Platform: X360;  Publisher: THQ",""
"game0463","Rayman","Platform",48.99,"Platform: PS;  Publisher: Ubisoft",""
"game0464","Killzone 2","Shooter",42.99,"Platform: PS3;  Publisher: Sony Computer Entertainment",""
"game0465","The Elder Scrolls III: Morrowind","Role-Playing",40.99,"Platform: XB;  Publisher: Ubisoft",""
"game0466","Mike Tyson's Punch-Out!!","Fighting",27.99,"Platform: NES;  Publisher: Nintendo",""
"game0467","WWE SmackDown! Shut Your Mouth","Sports",45.99,"Platform: PS2;  Publisher: THQ",""
"game0468","Gears of War: Ultimate Edition","Shooter",16.99,"Platform: XOne;  Publisher: Microsoft Game Studios",""
"game0469","NBA 2K13","Sports",43.99,"Platform: X360;  Publisher: Take-Two Interactive",""
"game0470","Dragon Ball Z: Budokai Tenkaichi 3","Fighting",23.99,"Platform: PS2;  Publisher: Atari",""
"game0471","wwe Smackdown vs. Raw 2006","Fighting",38.99,"Platform: PS2;  Publisher: N/A",""
"game0472","Middle-Earth: Shadow of Mordor","Action",35.99,"Platform: PS4;  Publisher: Warner Bros. Interactive Entertainment",""
"game0473","Star Fox","Shooter",40.99,"Platform: SNES;  Publisher: Nintendo",""
"game0474","The Sims: Livin Large","Misc",42.99,"Platform: PC;  Publisher: Electronic Arts",""
"game0475","World Soccer Winning Eleven 6 International","Sports",25.99,"Platform: PS2;  Publisher: Konami Digital Entertainment",""
"game0476","Devil May Cry","Action",39.99,"Platform: PS2;  Publisher: Capcom",""
"game0477","Animal Crossing: Happy Home Designer","Simulation",31.99,"Platform: 3DS;  Publisher: Nintendo",""
"game0478","Madden NFL 13","Sports",23.99,"Platform: X360;  Publisher: Electronic Arts",""
"game0479","The Sims 4","Simulation",27.99,"Platform: PC;  Publisher: Electronic Arts",""
"game0480","Star Wars: The Old Republic","Role-Playing",23.99,"Platform: PC;  Publisher: Electronic Arts",""
"game0481","Sonic Heroes","Platform",39.99,"Platform: PS2;  Publisher: Sega",""
"game0482","Kirby Super Star Ultra","Platform",38.99,"Platform: DS;  Publisher: Nintendo",""
"game0483","Hitman 2: Silent Assassin","Action",41.99,"Platform: PS2;  Publisher: Eidos Interactive",""
"game0484","Colin McRae Rally","Racing",32.99,"Platform: PS;  Publisher: Codemasters",""
"game0485","Wave Race 64","Racing",22.99,"Platform: N64;  Publisher: Nintendo",""
"game0486","SOCOM II: U.S. Navy SEALs","Shooter",30.99,"Platform: PS2;  Publisher: Sony Computer Entertainment",""
"game0487","WWE SmackDown! vs. RAW 2006","Fighting",41.99,"Platform: PS2;  Publisher: THQ",""
"game0488","League of Legends","Adventure",50.99,"Platform: Multi;  Publisher: Riot Games",""
"game0489","Pac-Man Collection","Puzzle",49.99,"Platform: GBA;  Publisher: Atari",""
"game0490","Valorant","Shooter",15.99,"Platform: Multi;  Publisher: Riot Games",""
"game0491","WarioWare: Smooth Moves","Puzzle",38.99,"Platform: Wii;  Publisher: Nintendo",""
"game0492","Cooking Mama: Cook Off","Simulation",41.99,"Platform: Wii;  Publisher: 505 Games",""
"game0493","Imagine: Babyz","Simulation",33.99,"Platform: DS;  Publisher: Ubisoft",""
"game0494","Syphon Filter","Shooter",33.99,"Platform: PS;  Publisher: Sony Computer Entertainment",""
"game0495","Titanfall","Shooter",17.99,"Platform: XOne;  Publisher: Electronic Arts",""
"game0496","Sonic Mega Collection Plus","Misc",16.99,"Platform: PS2;  Publisher: Sega",""
"game0497","Sega Superstars Tennis","Sports",19.99,"Platform: X360;  Publisher: Sega",""
"game0498","World Soccer Winning Eleven 7 International","Sports",15.99,"Platform: PS2;  Publisher: Konami Digital Entertainment",""
"game0499","Zumba Fitness 2","Sports",34.99,"Platform: Wii;  Publisher: Majesco Entertainment",""
"game0500","Fortnite","Shooter",47.99,"Platform: Multi;  Publisher: Epic Games",""
